,T1D0,T1D1,T2D0,T3D0,T3D1,HeavyRain,LightRain,Rain,Sunny,DayOfWeek,BeforeNationalDay,NationalDayFront(1-4),NationalDayTail(5-7),Weekend,WorkingDay,WorkingWeekend
2016-09-27 13:00:00,57.0,89.0,68.0,129.0,95.0,0.0,0.0,0.0,1.0,2.0,0,0,0,0,1,0
2016-09-27 13:20:00,54.0,113.0,82.0,119.0,91.0,0.0,0.0,0.0,1.0,2.0,0,0,0,0,1,0
2016-09-27 13:40:00,90.0,101.0,32.0,113.0,99.0,0.0,0.0,0.0,1.0,2.0,0,0,0,0,1,0
2016-09-27 14:00:00,54.0,89.0,51.0,91.0,82.0,0.0,0.0,0.0,1.0,2.0,0,0,0,0,1,0
2016-09-27 14:20:00,47.0,93.0,55.0,115.0,86.0,0.0,0.0,0.0,1.0,2.0,0,0,0,0,1,0
2016-09-27 14:40:00,38.0,105.0,66.0,108.0,91.0,0.0,0.0,0.0,1.0,2.0,0,0,0,0,1,0
2016-09-27 15:00:00,39.0,117.0,68.0,108.0,75.0,0.0,0.0,0.0,1.0,2.0,0,0,0,0,1,0
2016-09-27 15:20:00,47.0,96.0,84.0,118.0,106.0,0.0,0.0,0.0,1.0,2.0,0,0,0,0,1,0
2016-09-27 15:40:00,44.0,112.0,71.0,114.0,70.0,0.0,0.0,0.0,1.0,2.0,0,0,0,0,1,0
2016-09-27 16:00:00,58.0,79.0,71.0,115.0,72.0,0.0,0.0,0.0,1.0,2.0,0,0,0,0,1,0
2016-09-27 16:20:00,53.0,97.0,67.0,83.0,91.0,0.0,0.0,0.0,1.0,2.0,0,0,0,0,1,0
2016-09-27 16:40:00,48.0,119.0,83.0,153.0,84.0,0.0,0.0,0.0,1.0,2.0,0,0,0,0,1,0
2016-09-27 17:00:00,52.0,94.0,93.0,138.0,76.0,0.0,0.0,0.0,1.0,2.0,0,0,0,0,1,0
2016-09-27 17:20:00,77.0,142.0,21.0,140.0,73.0,0.0,0.0,0.0,1.0,2.0,0,0,0,0,1,0
2016-09-27 17:40:00,45.0,110.0,59.0,104.0,82.0,0.0,0.0,0.0,1.0,2.0,0,0,0,0,1,0
2016-09-27 18:00:00,30.0,76.0,43.0,92.0,83.0,0.0,1.0,0.0,0.0,2.0,0,0,0,0,1,0
2016-09-27 18:20:00,18.0,85.0,64.0,72.0,81.0,0.0,1.0,0.0,0.0,2.0,0,0,0,0,1,0
2016-09-27 18:40:00,12.0,64.0,60.0,74.0,83.0,0.0,1.0,0.0,0.0,2.0,0,0,0,0,1,0
2016-09-27 19:00:00,40.0,45.0,24.0,51.0,53.0,0.0,1.0,0.0,0.0,2.0,0,0,0,0,1,0
2016-09-27 19:20:00,37.0,50.0,29.0,65.0,56.0,0.0,1.0,0.0,0.0,2.0,0,0,0,0,1,0
2016-09-27 19:40:00,55.0,31.0,8.0,64.0,48.0,0.0,1.0,0.0,0.0,2.0,0,0,0,0,1,0
2016-09-27 20:00:00,47.0,45.0,12.0,56.0,62.0,0.0,1.0,0.0,0.0,2.0,0,0,0,0,1,0
2016-09-27 20:20:00,51.0,36.0,6.0,51.0,34.0,0.0,1.0,0.0,0.0,2.0,0,0,0,0,1,0
2016-09-27 20:40:00,44.0,45.0,14.0,29.0,38.0,0.0,1.0,0.0,0.0,2.0,0,0,0,0,1,0
2016-09-27 21:00:00,34.0,22.0,12.0,36.0,39.0,0.0,0.0,0.0,1.0,2.0,0,0,0,0,1,0
2016-09-27 21:20:00,39.0,34.0,7.0,41.0,23.0,0.0,0.0,0.0,1.0,2.0,0,0,0,0,1,0
2016-09-27 21:40:00,26.0,29.0,11.0,32.0,45.0,0.0,0.0,0.0,1.0,2.0,0,0,0,0,1,0
2016-09-27 22:00:00,26.0,19.0,4.0,32.0,20.0,0.0,0.0,0.0,1.0,2.0,0,0,0,0,1,0
2016-09-27 22:20:00,20.0,16.0,6.0,21.0,30.0,0.0,0.0,0.0,1.0,2.0,0,0,0,0,1,0
2016-09-27 22:40:00,16.0,19.0,3.0,24.0,20.0,0.0,0.0,0.0,1.0,2.0,0,0,0,0,1,0
2016-09-27 23:00:00,12.0,11.0,8.0,4.0,17.0,0.0,0.0,0.0,1.0,2.0,0,0,0,0,1,0
2016-09-27 23:20:00,4.0,17.0,12.0,15.0,9.0,0.0,0.0,0.0,1.0,2.0,0,0,0,0,1,0
2016-09-27 23:40:00,3.0,22.0,0.0,14.0,14.0,0.0,0.0,0.0,1.0,2.0,0,0,0,0,1,0
2016-09-28 00:00:00,7.0,130.0,4.0,16.0,132.0,0.0,0.0,0.0,1.0,3.0,0,0,0,0,1,0
2016-09-28 00:20:00,5.0,47.0,3.0,11.0,95.0,0.0,0.0,0.0,1.0,3.0,0,0,0,0,1,0
2016-09-28 00:40:00,16.0,33.0,1.0,19.0,75.0,0.0,0.0,0.0,1.0,3.0,0,0,0,0,1,0
2016-09-28 01:00:00,10.0,5.0,1.0,23.0,7.0,0.0,0.0,0.0,1.0,3.0,0,0,0,0,1,0
2016-09-28 01:20:00,9.0,6.0,2.0,29.0,7.0,0.0,0.0,0.0,1.0,3.0,0,0,0,0,1,0
2016-09-28 01:40:00,7.0,9.0,1.0,13.0,6.0,0.0,0.0,0.0,1.0,3.0,0,0,0,0,1,0
2016-09-28 02:00:00,5.0,7.0,0.0,14.0,9.0,0.0,0.0,0.0,1.0,3.0,0,0,0,0,1,0
2016-09-28 02:20:00,4.0,10.0,0.0,14.0,6.0,0.0,0.0,0.0,1.0,3.0,0,0,0,0,1,0
2016-09-28 02:40:00,9.0,14.0,0.0,16.0,10.0,0.0,0.0,0.0,1.0,3.0,0,0,0,0,1,0
2016-09-28 03:00:00,6.0,5.0,0.0,20.0,4.0,0.0,0.0,0.0,1.0,3.0,0,0,0,0,1,0
2016-09-28 03:20:00,12.0,12.0,0.0,7.0,8.0,0.0,0.0,0.0,1.0,3.0,0,0,0,0,1,0
2016-09-28 03:40:00,13.0,19.0,0.0,13.0,7.0,0.0,0.0,0.0,1.0,3.0,0,0,0,0,1,0
2016-09-28 04:00:00,9.0,21.0,0.0,10.0,10.0,0.0,0.0,0.0,1.0,3.0,0,0,0,0,1,0
2016-09-28 04:20:00,7.0,17.0,0.0,19.0,6.0,0.0,0.0,0.0,1.0,3.0,0,0,0,0,1,0
2016-09-28 04:40:00,14.0,15.0,0.0,8.0,10.0,0.0,0.0,0.0,1.0,3.0,0,0,0,0,1,0
2016-09-28 05:00:00,22.0,31.0,3.0,14.0,8.0,0.0,0.0,0.0,1.0,3.0,0,0,0,0,1,0
2016-09-28 05:20:00,22.0,31.0,4.0,13.0,14.0,0.0,0.0,0.0,1.0,3.0,0,0,0,0,1,0
2016-09-28 05:40:00,19.0,31.0,8.0,18.0,21.0,0.0,0.0,0.0,1.0,3.0,0,0,0,0,1,0
2016-09-28 06:00:00,30.0,35.0,5.0,28.0,24.0,1.0,0.0,0.0,0.0,3.0,0,0,0,0,1,0
2016-09-28 06:20:00,49.0,62.0,13.0,37.0,36.0,1.0,0.0,0.0,0.0,3.0,0,0,0,0,1,0
2016-09-28 06:40:00,50.0,52.0,26.0,84.0,43.0,1.0,0.0,0.0,0.0,3.0,0,0,0,0,1,0
2016-09-28 07:00:00,91.0,79.0,34.0,119.0,75.0,1.0,0.0,0.0,0.0,3.0,0,0,0,0,1,0
2016-09-28 07:20:00,74.0,69.0,48.0,132.0,58.0,1.0,0.0,0.0,0.0,3.0,0,0,0,0,1,0
2016-09-28 07:40:00,104.0,108.0,34.0,135.0,83.0,1.0,0.0,0.0,0.0,3.0,0,0,0,0,1,0
2016-09-28 08:00:00,128.0,95.0,32.0,139.0,110.0,1.0,0.0,0.0,0.0,3.0,0,0,0,0,1,0
2016-09-28 08:20:00,137.0,105.0,41.0,148.0,132.0,1.0,0.0,0.0,0.0,3.0,0,0,0,0,1,0
2016-09-28 08:40:00,104.0,118.0,35.0,156.0,131.0,1.0,0.0,0.0,0.0,3.0,0,0,0,0,1,0
2016-09-28 09:00:00,111.0,94.0,35.0,145.0,143.0,0.0,0.0,1.0,0.0,3.0,0,0,0,0,1,0
2016-09-28 09:20:00,121.0,109.0,23.0,132.0,132.0,0.0,0.0,1.0,0.0,3.0,0,0,0,0,1,0
2016-09-28 09:40:00,136.0,103.0,21.0,133.0,84.0,0.0,0.0,1.0,0.0,3.0,0,0,0,0,1,0
2016-09-28 10:00:00,109.0,78.0,19.0,100.0,74.0,0.0,0.0,1.0,0.0,3.0,0,0,0,0,1,0
2016-09-28 10:20:00,89.0,116.0,12.0,92.0,72.0,0.0,0.0,1.0,0.0,3.0,0,0,0,0,1,0
2016-09-28 10:40:00,110.0,93.0,13.0,96.0,80.0,0.0,0.0,1.0,0.0,3.0,0,0,0,0,1,0
2016-09-28 11:00:00,88.0,91.0,16.0,77.0,72.0,0.0,0.0,1.0,0.0,3.0,0,0,0,0,1,0
2016-09-28 11:20:00,91.0,77.0,13.0,91.0,86.0,0.0,0.0,1.0,0.0,3.0,0,0,0,0,1,0
2016-09-28 11:40:00,78.0,91.0,9.0,75.0,63.0,0.0,0.0,1.0,0.0,3.0,0,0,0,0,1,0
2016-09-28 12:00:00,87.0,87.0,18.0,82.0,106.0,1.0,0.0,0.0,0.0,3.0,0,0,0,0,1,0
2016-09-28 12:20:00,89.0,75.0,10.0,97.0,77.0,1.0,0.0,0.0,0.0,3.0,0,0,0,0,1,0
2016-09-28 12:40:00,102.0,96.0,15.0,103.0,57.0,1.0,0.0,0.0,0.0,3.0,0,0,0,0,1,0
2016-09-28 13:00:00,104.0,96.0,18.0,96.0,86.0,1.0,0.0,0.0,0.0,3.0,0,0,0,0,1,0
2016-09-28 13:20:00,101.0,88.0,15.0,115.0,101.0,1.0,0.0,0.0,0.0,3.0,0,0,0,0,1,0
2016-09-28 13:40:00,95.0,93.0,15.0,121.0,89.0,1.0,0.0,0.0,0.0,3.0,0,0,0,0,1,0
2016-09-28 14:00:00,103.0,75.0,12.0,98.0,111.0,1.0,0.0,0.0,0.0,3.0,0,0,0,0,1,0
2016-09-28 14:20:00,110.0,83.0,16.0,80.0,89.0,1.0,0.0,0.0,0.0,3.0,0,0,0,0,1,0
2016-09-28 14:40:00,89.0,114.0,7.0,102.0,99.0,1.0,0.0,0.0,0.0,3.0,0,0,0,0,1,0
2016-09-28 15:00:00,91.0,90.0,11.0,106.0,83.0,0.0,0.0,1.0,0.0,3.0,0,0,0,0,1,0
2016-09-28 15:20:00,97.0,97.0,15.0,105.0,86.0,0.0,0.0,1.0,0.0,3.0,0,0,0,0,1,0
2016-09-28 15:40:00,88.0,83.0,10.0,107.0,86.0,0.0,0.0,1.0,0.0,3.0,0,0,0,0,1,0
2016-09-28 16:00:00,105.0,100.0,18.0,123.0,81.0,0.0,0.0,1.0,0.0,3.0,0,0,0,0,1,0
2016-09-28 16:20:00,97.0,65.0,29.0,99.0,91.0,0.0,0.0,1.0,0.0,3.0,0,0,0,0,1,0
2016-09-28 16:40:00,45.0,78.0,76.0,129.0,88.0,0.0,0.0,1.0,0.0,3.0,0,0,0,0,1,0
2016-09-28 17:00:00,31.0,86.0,56.0,115.0,86.0,0.0,0.0,1.0,0.0,3.0,0,0,0,0,1,0
2016-09-28 17:20:00,37.0,113.0,79.0,114.0,73.0,0.0,0.0,1.0,0.0,3.0,0,0,0,0,1,0
2016-09-28 17:40:00,31.0,112.0,69.0,125.0,76.0,0.0,0.0,1.0,0.0,3.0,0,0,0,0,1,0
2016-09-28 18:00:00,26.0,80.0,43.0,77.0,68.0,0.0,1.0,0.0,0.0,3.0,0,0,0,0,1,0
2016-09-28 18:20:00,24.0,69.0,54.0,66.0,56.0,0.0,1.0,0.0,0.0,3.0,0,0,0,0,1,0
2016-09-28 18:40:00,18.0,64.0,52.0,70.0,59.0,0.0,1.0,0.0,0.0,3.0,0,0,0,0,1,0
2016-09-28 19:00:00,28.0,39.0,42.0,49.0,50.0,0.0,1.0,0.0,0.0,3.0,0,0,0,0,1,0
2016-09-28 19:20:00,26.0,39.0,54.0,46.0,72.0,0.0,1.0,0.0,0.0,3.0,0,0,0,0,1,0
2016-09-28 19:40:00,17.0,40.0,48.0,63.0,41.0,0.0,1.0,0.0,0.0,3.0,0,0,0,0,1,0
2016-09-28 20:00:00,20.0,30.0,48.0,53.0,25.0,0.0,1.0,0.0,0.0,3.0,0,0,0,0,1,0
2016-09-28 20:20:00,24.0,35.0,42.0,52.0,18.0,0.0,1.0,0.0,0.0,3.0,0,0,0,0,1,0
2016-09-28 20:40:00,17.0,35.0,29.0,56.0,28.0,0.0,1.0,0.0,0.0,3.0,0,0,0,0,1,0
2016-09-28 21:00:00,24.0,17.0,31.0,47.0,26.0,0.0,1.0,0.0,0.0,3.0,0,0,0,0,1,0
2016-09-28 21:20:00,11.0,31.0,35.0,35.0,35.0,0.0,1.0,0.0,0.0,3.0,0,0,0,0,1,0
2016-09-28 21:40:00,16.0,18.0,19.0,28.0,26.0,0.0,1.0,0.0,0.0,3.0,0,0,0,0,1,0
2016-09-28 22:00:00,7.0,7.0,18.0,18.0,16.0,0.0,1.0,0.0,0.0,3.0,0,0,0,0,1,0
2016-09-28 22:20:00,9.0,22.0,12.0,17.0,24.0,0.0,1.0,0.0,0.0,3.0,0,0,0,0,1,0
2016-09-28 22:40:00,5.0,9.0,14.0,17.0,17.0,0.0,1.0,0.0,0.0,3.0,0,0,0,0,1,0
2016-09-28 23:00:00,11.0,6.0,6.0,25.0,12.0,0.0,1.0,0.0,0.0,3.0,0,0,0,0,1,0
2016-09-28 23:20:00,20.0,12.0,1.0,22.0,20.0,0.0,1.0,0.0,0.0,3.0,0,0,0,0,1,0
2016-09-28 23:40:00,11.0,17.0,2.0,18.0,12.0,0.0,1.0,0.0,0.0,3.0,0,0,0,0,1,0
2016-09-29 00:00:00,4.0,117.0,1.0,13.0,137.0,1.0,0.0,0.0,0.0,4.0,0,0,0,0,1,0
2016-09-29 00:20:00,9.0,79.0,4.0,17.0,63.0,1.0,0.0,0.0,0.0,4.0,0,0,0,0,1,0
2016-09-29 00:40:00,7.0,51.0,0.0,7.0,82.0,1.0,0.0,0.0,0.0,4.0,0,0,0,0,1,0
2016-09-29 01:00:00,3.0,12.0,0.0,17.0,9.0,1.0,0.0,0.0,0.0,4.0,0,0,0,0,1,0
2016-09-29 01:20:00,6.0,13.0,0.0,21.0,6.0,1.0,0.0,0.0,0.0,4.0,0,0,0,0,1,0
2016-09-29 01:40:00,11.0,9.0,0.0,19.0,4.0,1.0,0.0,0.0,0.0,4.0,0,0,0,0,1,0
2016-09-29 02:00:00,7.0,6.0,0.0,5.0,14.0,1.0,0.0,0.0,0.0,4.0,0,0,0,0,1,0
2016-09-29 02:20:00,4.0,13.0,0.0,10.0,4.0,1.0,0.0,0.0,0.0,4.0,0,0,0,0,1,0
2016-09-29 02:40:00,4.0,6.0,0.0,12.0,4.0,1.0,0.0,0.0,0.0,4.0,0,0,0,0,1,0
2016-09-29 03:00:00,3.0,9.0,0.0,8.0,6.0,0.0,1.0,0.0,0.0,4.0,0,0,0,0,1,0
2016-09-29 03:20:00,7.0,19.0,0.0,15.0,3.0,0.0,1.0,0.0,0.0,4.0,0,0,0,0,1,0
2016-09-29 03:40:00,9.0,12.0,0.0,9.0,3.0,0.0,1.0,0.0,0.0,4.0,0,0,0,0,1,0
2016-09-29 04:00:00,10.0,13.0,0.0,16.0,2.0,0.0,1.0,0.0,0.0,4.0,0,0,0,0,1,0
2016-09-29 04:20:00,10.0,21.0,0.0,12.0,5.0,0.0,1.0,0.0,0.0,4.0,0,0,0,0,1,0
2016-09-29 04:40:00,16.0,18.0,0.0,13.0,5.0,0.0,1.0,0.0,0.0,4.0,0,0,0,0,1,0
2016-09-29 05:00:00,6.0,25.0,12.0,11.0,6.0,0.0,1.0,0.0,0.0,4.0,0,0,0,0,1,0
2016-09-29 05:20:00,5.0,28.0,9.0,16.0,14.0,0.0,1.0,0.0,0.0,4.0,0,0,0,0,1,0
2016-09-29 05:40:00,4.0,28.0,11.0,17.0,12.0,0.0,1.0,0.0,0.0,4.0,0,0,0,0,1,0
2016-09-29 06:00:00,4.0,32.0,15.0,23.0,16.0,0.0,1.0,0.0,0.0,4.0,0,0,0,0,1,0
2016-09-29 06:20:00,9.0,36.0,14.0,41.0,25.0,0.0,1.0,0.0,0.0,4.0,0,0,0,0,1,0
2016-09-29 06:40:00,18.0,54.0,32.0,75.0,32.0,0.0,1.0,0.0,0.0,4.0,0,0,0,0,1,0
2016-09-29 07:00:00,25.0,48.0,68.0,100.0,48.0,0.0,1.0,0.0,0.0,4.0,0,0,0,0,1,0
2016-09-29 07:20:00,30.0,58.0,72.0,116.0,55.0,0.0,1.0,0.0,0.0,4.0,0,0,0,0,1,0
2016-09-29 07:40:00,30.0,83.0,88.0,121.0,60.0,0.0,1.0,0.0,0.0,4.0,0,0,0,0,1,0
2016-09-29 08:00:00,41.0,97.0,105.0,149.0,103.0,0.0,1.0,0.0,0.0,4.0,0,0,0,0,1,0
2016-09-29 08:20:00,48.0,102.0,99.0,141.0,105.0,0.0,1.0,0.0,0.0,4.0,0,0,0,0,1,0
2016-09-29 08:40:00,50.0,122.0,114.0,145.0,123.0,0.0,1.0,0.0,0.0,4.0,0,0,0,0,1,0
2016-09-29 09:00:00,47.0,97.0,117.0,128.0,130.0,0.0,0.0,1.0,0.0,4.0,0,0,0,0,1,0
2016-09-29 09:20:00,40.0,113.0,102.0,106.0,111.0,0.0,0.0,1.0,0.0,4.0,0,0,0,0,1,0
2016-09-29 09:40:00,48.0,83.0,82.0,105.0,121.0,0.0,0.0,1.0,0.0,4.0,0,0,0,0,1,0
2016-09-29 10:00:00,56.0,101.0,82.0,126.0,80.0,0.0,0.0,1.0,0.0,4.0,0,0,0,0,1,0
2016-09-29 10:20:00,51.0,98.0,85.0,117.0,91.0,0.0,0.0,1.0,0.0,4.0,0,0,0,0,1,0
2016-09-29 10:40:00,40.0,114.0,80.0,97.0,77.0,0.0,0.0,1.0,0.0,4.0,0,0,0,0,1,0
2016-09-29 11:00:00,39.0,71.0,48.0,95.0,85.0,0.0,0.0,1.0,0.0,4.0,0,0,0,0,1,0
2016-09-29 11:20:00,41.0,72.0,45.0,95.0,81.0,0.0,0.0,1.0,0.0,4.0,0,0,0,0,1,0
2016-09-29 11:40:00,36.0,83.0,62.0,100.0,68.0,0.0,0.0,1.0,0.0,4.0,0,0,0,0,1,0
2016-09-29 12:00:00,35.0,100.0,69.0,88.0,97.0,0.0,0.0,1.0,0.0,4.0,0,0,0,0,1,0
2016-09-29 12:20:00,35.0,83.0,78.0,92.0,83.0,0.0,0.0,1.0,0.0,4.0,0,0,0,0,1,0
2016-09-29 12:40:00,43.0,93.0,75.0,94.0,94.0,0.0,0.0,1.0,0.0,4.0,0,0,0,0,1,0
2016-09-29 13:00:00,50.0,74.0,69.0,101.0,83.0,0.0,0.0,1.0,0.0,4.0,0,0,0,0,1,0
2016-09-29 13:20:00,24.0,83.0,66.0,129.0,76.0,0.0,0.0,1.0,0.0,4.0,0,0,0,0,1,0
2016-09-29 13:40:00,43.0,77.0,75.0,111.0,95.0,0.0,0.0,1.0,0.0,4.0,0,0,0,0,1,0
2016-09-29 14:00:00,48.0,78.0,66.0,125.0,98.0,0.0,0.0,1.0,0.0,4.0,0,0,0,0,1,0
2016-09-29 14:20:00,43.0,66.0,67.0,110.0,84.0,0.0,0.0,1.0,0.0,4.0,0,0,0,0,1,0
2016-09-29 14:40:00,55.0,91.0,64.0,82.0,83.0,0.0,0.0,1.0,0.0,4.0,0,0,0,0,1,0
2016-09-29 15:00:00,53.0,78.0,82.0,85.0,93.0,0.0,1.0,0.0,0.0,4.0,0,0,0,0,1,0
2016-09-29 15:20:00,65.0,53.0,78.0,88.0,86.0,0.0,1.0,0.0,0.0,4.0,0,0,0,0,1,0
2016-09-29 15:40:00,53.0,94.0,85.0,130.0,97.0,0.0,1.0,0.0,0.0,4.0,0,0,0,0,1,0
2016-09-29 16:00:00,60.0,67.0,71.0,108.0,94.0,0.0,1.0,0.0,0.0,4.0,0,0,0,0,1,0
2016-09-29 16:20:00,50.0,103.0,78.0,125.0,110.0,0.0,1.0,0.0,0.0,4.0,0,0,0,0,1,0
2016-09-29 16:40:00,47.0,81.0,86.0,122.0,86.0,0.0,1.0,0.0,0.0,4.0,0,0,0,0,1,0
2016-09-29 17:00:00,30.0,94.0,78.0,105.0,96.0,0.0,1.0,0.0,0.0,4.0,0,0,0,0,1,0
2016-09-29 17:20:00,30.0,91.0,70.0,110.0,107.0,0.0,1.0,0.0,0.0,4.0,0,0,0,0,1,0
2016-09-29 17:40:00,30.0,130.0,71.0,90.0,111.0,0.0,1.0,0.0,0.0,4.0,0,0,0,0,1,0
2016-09-29 18:00:00,22.0,77.0,70.0,42.0,76.0,0.0,1.0,0.0,0.0,4.0,0,0,0,0,1,0
2016-09-29 18:20:00,26.0,70.0,67.0,9.0,68.0,0.0,1.0,0.0,0.0,4.0,0,0,0,0,1,0
2016-09-29 18:40:00,25.0,87.0,58.0,43.0,56.0,0.0,1.0,0.0,0.0,4.0,0,0,0,0,1,0
2016-09-29 19:00:00,18.0,49.0,45.0,68.0,15.0,0.0,1.0,0.0,0.0,4.0,0,0,0,0,1,0
2016-09-29 19:20:00,27.0,52.0,44.0,54.0,37.0,0.0,1.0,0.0,0.0,4.0,0,0,0,0,1,0
2016-09-29 19:40:00,22.0,35.0,41.0,46.0,17.0,0.0,1.0,0.0,0.0,4.0,0,0,0,0,1,0
2016-09-29 20:00:00,30.0,46.0,25.0,49.0,19.0,0.0,1.0,0.0,0.0,4.0,0,0,0,0,1,0
2016-09-29 20:20:00,16.0,33.0,26.0,51.0,52.0,0.0,1.0,0.0,0.0,4.0,0,0,0,0,1,0
2016-09-29 20:40:00,21.0,37.0,40.0,53.0,22.0,0.0,1.0,0.0,0.0,4.0,0,0,0,0,1,0
2016-09-29 21:00:00,24.0,28.0,28.0,65.0,18.0,,,,,4.0,0,0,0,0,1,0
2016-09-29 21:20:00,16.0,32.0,43.0,43.0,29.0,,,,,4.0,0,0,0,0,1,0
2016-09-29 21:40:00,17.0,31.0,41.0,32.0,28.0,,,,,4.0,0,0,0,0,1,0
2016-09-29 22:00:00,15.0,21.0,26.0,26.0,19.0,,,,,4.0,0,0,0,0,1,0
2016-09-29 22:20:00,11.0,35.0,22.0,24.0,24.0,,,,,4.0,0,0,0,0,1,0
2016-09-29 22:40:00,7.0,25.0,12.0,21.0,20.0,,,,,4.0,0,0,0,0,1,0
2016-09-29 23:00:00,3.0,9.0,26.0,27.0,15.0,,,,,4.0,0,0,0,0,1,0
2016-09-29 23:20:00,5.0,11.0,21.0,19.0,13.0,,,,,4.0,0,0,0,0,1,0
2016-09-29 23:40:00,8.0,12.0,7.0,7.0,10.0,,,,,4.0,0,0,0,0,1,0
2016-09-30 00:00:00,18.0,233.0,7.0,31.0,296.0,,,,,5.0,1,0,0,0,0,0
2016-09-30 00:20:00,16.0,212.0,2.0,18.0,279.0,,,,,5.0,1,0,0,0,0,0
2016-09-30 00:40:00,8.0,165.0,2.0,14.0,239.0,,,,,5.0,1,0,0,0,0,0
2016-09-30 01:00:00,12.0,10.0,1.0,21.0,6.0,,,,,5.0,1,0,0,0,0,0
2016-09-30 01:20:00,9.0,6.0,2.0,19.0,9.0,,,,,5.0,1,0,0,0,0,0
2016-09-30 01:40:00,10.0,6.0,0.0,16.0,6.0,,,,,5.0,1,0,0,0,0,0
2016-09-30 02:00:00,5.0,9.0,0.0,10.0,4.0,,,,,5.0,1,0,0,0,0,0
2016-09-30 02:20:00,4.0,9.0,0.0,13.0,11.0,,,,,5.0,1,0,0,0,0,0
2016-09-30 02:40:00,7.0,4.0,0.0,13.0,8.0,,,,,5.0,1,0,0,0,0,0
2016-09-30 03:00:00,10.0,15.0,0.0,12.0,3.0,0.0,0.0,0.0,1.0,5.0,1,0,0,0,0,0
2016-09-30 03:20:00,8.0,20.0,0.0,8.0,7.0,0.0,0.0,0.0,1.0,5.0,1,0,0,0,0,0
2016-09-30 03:40:00,16.0,20.0,0.0,11.0,4.0,0.0,0.0,0.0,1.0,5.0,1,0,0,0,0,0
2016-09-30 04:00:00,19.0,15.0,0.0,10.0,8.0,0.0,0.0,0.0,1.0,5.0,1,0,0,0,0,0
2016-09-30 04:20:00,9.0,17.0,0.0,19.0,8.0,0.0,0.0,0.0,1.0,5.0,1,0,0,0,0,0
2016-09-30 04:40:00,21.0,17.0,0.0,16.0,6.0,0.0,0.0,0.0,1.0,5.0,1,0,0,0,0,0
2016-09-30 05:00:00,7.0,29.0,11.0,9.0,11.0,0.0,0.0,0.0,1.0,5.0,1,0,0,0,0,0
2016-09-30 05:20:00,3.0,36.0,19.0,18.0,9.0,0.0,0.0,0.0,1.0,5.0,1,0,0,0,0,0
2016-09-30 05:40:00,9.0,29.0,16.0,22.0,13.0,0.0,0.0,0.0,1.0,5.0,1,0,0,0,0,0
2016-09-30 06:00:00,10.0,45.0,35.0,23.0,21.0,0.0,0.0,0.0,1.0,5.0,1,0,0,0,0,0
2016-09-30 06:20:00,17.0,50.0,37.0,58.0,44.0,0.0,0.0,0.0,1.0,5.0,1,0,0,0,0,0
2016-09-30 06:40:00,24.0,60.0,52.0,83.0,44.0,0.0,0.0,0.0,1.0,5.0,1,0,0,0,0,0
2016-09-30 07:00:00,29.0,67.0,77.0,118.0,68.0,0.0,0.0,0.0,1.0,5.0,1,0,0,0,0,0
2016-09-30 07:20:00,31.0,104.0,86.0,116.0,70.0,0.0,0.0,0.0,1.0,5.0,1,0,0,0,0,0
2016-09-30 07:40:00,44.0,95.0,104.0,134.0,84.0,0.0,0.0,0.0,1.0,5.0,1,0,0,0,0,0
2016-09-30 08:00:00,46.0,126.0,114.0,148.0,113.0,0.0,0.0,0.0,1.0,5.0,1,0,0,0,0,0
2016-09-30 08:20:00,48.0,112.0,104.0,177.0,121.0,0.0,0.0,0.0,1.0,5.0,1,0,0,0,0,0
2016-09-30 08:40:00,47.0,141.0,107.0,119.0,147.0,0.0,0.0,0.0,1.0,5.0,1,0,0,0,0,0
2016-09-30 09:00:00,60.0,132.0,91.0,179.0,116.0,0.0,0.0,0.0,1.0,5.0,1,0,0,0,0,0
2016-09-30 09:20:00,61.0,134.0,92.0,144.0,131.0,0.0,0.0,0.0,1.0,5.0,1,0,0,0,0,0
2016-09-30 09:40:00,63.0,97.0,75.0,105.0,120.0,0.0,0.0,0.0,1.0,5.0,1,0,0,0,0,0
2016-09-30 10:00:00,80.0,106.0,80.0,147.0,102.0,0.0,0.0,0.0,1.0,5.0,1,0,0,0,0,0
2016-09-30 10:20:00,82.0,133.0,73.0,119.0,103.0,0.0,0.0,0.0,1.0,5.0,1,0,0,0,0,0
2016-09-30 10:40:00,71.0,137.0,77.0,130.0,105.0,0.0,0.0,0.0,1.0,5.0,1,0,0,0,0,0
2016-09-30 11:00:00,55.0,99.0,84.0,117.0,108.0,0.0,0.0,0.0,1.0,5.0,1,0,0,0,0,0
2016-09-30 11:20:00,48.0,107.0,58.0,108.0,97.0,0.0,0.0,0.0,1.0,5.0,1,0,0,0,0,0
2016-09-30 11:40:00,55.0,121.0,70.0,113.0,95.0,0.0,0.0,0.0,1.0,5.0,1,0,0,0,0,0
2016-09-30 12:00:00,74.0,146.0,69.0,121.0,107.0,0.0,0.0,0.0,1.0,5.0,1,0,0,0,0,0
2016-09-30 12:20:00,86.0,150.0,100.0,145.0,119.0,0.0,0.0,0.0,1.0,5.0,1,0,0,0,0,0
2016-09-30 12:40:00,99.0,127.0,117.0,152.0,112.0,0.0,0.0,0.0,1.0,5.0,1,0,0,0,0,0
2016-09-30 13:00:00,108.0,150.0,109.0,155.0,150.0,0.0,0.0,0.0,1.0,5.0,1,0,0,0,0,0
