tollgate_id,time_window,direction,volume
1,"[2016-10-23 17:00:00,2016-10-23 17:20:00)",0,57.11000000000001
1,"[2016-10-23 17:20:00,2016-10-23 17:40:00)",0,53.31
1,"[2016-10-23 17:40:00,2016-10-23 18:00:00)",0,45.9
1,"[2016-10-23 18:00:00,2016-10-23 18:20:00)",0,42.480000000000004
1,"[2016-10-23 18:20:00,2016-10-23 18:40:00)",0,38.73
1,"[2016-10-23 18:40:00,2016-10-23 19:00:00)",0,35.33
1,"[2016-10-23 17:00:00,2016-10-23 17:20:00)",1,105.13000000000001
1,"[2016-10-23 17:20:00,2016-10-23 17:40:00)",1,106.63000000000001
1,"[2016-10-23 17:40:00,2016-10-23 18:00:00)",1,101.77
1,"[2016-10-23 18:00:00,2016-10-23 18:20:00)",1,72.57000000000002
1,"[2016-10-23 18:20:00,2016-10-23 18:40:00)",1,77.36000000000001
1,"[2016-10-23 18:40:00,2016-10-23 19:00:00)",1,64.42
2,"[2016-10-23 17:00:00,2016-10-23 17:20:00)",0,69.54
2,"[2016-10-23 17:20:00,2016-10-23 17:40:00)",0,59.115
2,"[2016-10-23 17:40:00,2016-10-23 18:00:00)",0,58.559999999999995
2,"[2016-10-23 18:00:00,2016-10-23 18:20:00)",0,47.145
2,"[2016-10-23 18:20:00,2016-10-23 18:40:00)",0,44.86000000000001
2,"[2016-10-23 18:40:00,2016-10-23 19:00:00)",0,40.4
3,"[2016-10-23 17:00:00,2016-10-23 17:20:00)",0,113.54000000000002
3,"[2016-10-23 17:20:00,2016-10-23 17:40:00)",0,109.13999999999999
3,"[2016-10-23 17:40:00,2016-10-23 18:00:00)",0,99.45
3,"[2016-10-23 18:00:00,2016-10-23 18:20:00)",0,74.67
3,"[2016-10-23 18:20:00,2016-10-23 18:40:00)",0,65.71
3,"[2016-10-23 18:40:00,2016-10-23 19:00:00)",0,58.18
3,"[2016-10-23 17:00:00,2016-10-23 17:20:00)",1,105.36
3,"[2016-10-23 17:20:00,2016-10-23 17:40:00)",1,107.28
3,"[2016-10-23 17:40:00,2016-10-23 18:00:00)",1,103.55000000000001
3,"[2016-10-23 18:00:00,2016-10-23 18:20:00)",1,86.06
3,"[2016-10-23 18:20:00,2016-10-23 18:40:00)",1,79.92
3,"[2016-10-23 18:40:00,2016-10-23 19:00:00)",1,72.62
1,"[2016-10-24 17:00:00,2016-10-24 17:20:00)",0,59.09
1,"[2016-10-24 17:20:00,2016-10-24 17:40:00)",0,36.615
1,"[2016-10-24 17:40:00,2016-10-24 18:00:00)",0,37.830000000000005
1,"[2016-10-24 18:00:00,2016-10-24 18:20:00)",0,30.174999999999997
1,"[2016-10-24 18:20:00,2016-10-24 18:40:00)",0,37.18
1,"[2016-10-24 18:40:00,2016-10-24 19:00:00)",0,35.83
1,"[2016-10-24 17:00:00,2016-10-24 17:20:00)",1,100.67
1,"[2016-10-24 17:20:00,2016-10-24 17:40:00)",1,114.46
1,"[2016-10-24 17:40:00,2016-10-24 18:00:00)",1,103.86999999999999
1,"[2016-10-24 18:00:00,2016-10-24 18:20:00)",1,68.46
1,"[2016-10-24 18:20:00,2016-10-24 18:40:00)",1,66.98
1,"[2016-10-24 18:40:00,2016-10-24 19:00:00)",1,62.07000000000001
2,"[2016-10-24 17:00:00,2016-10-24 17:20:00)",0,81.78
2,"[2016-10-24 17:20:00,2016-10-24 17:40:00)",0,69.17
2,"[2016-10-24 17:40:00,2016-10-24 18:00:00)",0,64.67
2,"[2016-10-24 18:00:00,2016-10-24 18:20:00)",0,61.11
2,"[2016-10-24 18:20:00,2016-10-24 18:40:00)",0,54.53
2,"[2016-10-24 18:40:00,2016-10-24 19:00:00)",0,50.24
3,"[2016-10-24 17:00:00,2016-10-24 17:20:00)",0,118.01000000000002
3,"[2016-10-24 17:20:00,2016-10-24 17:40:00)",0,117.98
3,"[2016-10-24 17:40:00,2016-10-24 18:00:00)",0,107.47
3,"[2016-10-24 18:00:00,2016-10-24 18:20:00)",0,84.16
3,"[2016-10-24 18:20:00,2016-10-24 18:40:00)",0,85.5
3,"[2016-10-24 18:40:00,2016-10-24 19:00:00)",0,76.76
3,"[2016-10-24 17:00:00,2016-10-24 17:20:00)",1,88.28
3,"[2016-10-24 17:20:00,2016-10-24 17:40:00)",1,87.59
3,"[2016-10-24 17:40:00,2016-10-24 18:00:00)",1,86.42
3,"[2016-10-24 18:00:00,2016-10-24 18:20:00)",1,69.43
3,"[2016-10-24 18:20:00,2016-10-24 18:40:00)",1,64.05
3,"[2016-10-24 18:40:00,2016-10-24 19:00:00)",1,65.44
