"intersection_id","tollgate_id","time_window","avg_travel_time","sum_travel_time"
"B","1","[2016-10-02 15:00:00,2016-10-02 15:20:00)","122.51","612.55"
"B","1","[2016-10-02 15:20:00,2016-10-02 15:40:00)","131.01","1179.11"
"B","1","[2016-10-02 15:40:00,2016-10-02 16:00:00)","107.38","966.43"
"B","1","[2016-10-02 16:00:00,2016-10-02 16:20:00)","143.37","286.73"
"B","1","[2016-10-02 16:20:00,2016-10-02 16:40:00)","130.99","523.94"
"B","1","[2016-10-02 16:40:00,2016-10-02 17:00:00)","121.36","121.36"
"B","1","[2016-10-02 17:00:00,2016-10-02 17:20:00)","147.38","294.77"
"B","1","[2016-10-02 17:20:00,2016-10-02 17:40:00)","97.77","488.84"
"B","1","[2016-10-02 17:40:00,2016-10-02 18:00:00)","147.48","442.45"
"B","1","[2016-10-02 18:00:00,2016-10-02 18:20:00)","136.32","272.65"
"B","1","[2016-10-02 18:20:00,2016-10-02 18:40:00)","89.03","267.09"
"B","1","[2016-10-02 18:40:00,2016-10-02 19:00:00)","116.63","233.26"
"B","1","[2016-10-02 19:20:00,2016-10-02 19:40:00)","87.49","87.49"
"B","1","[2016-10-02 19:40:00,2016-10-02 20:00:00)","114.06","456.23"
"B","1","[2016-10-02 20:00:00,2016-10-02 20:20:00)","111.22","778.53"
"B","1","[2016-10-02 20:20:00,2016-10-02 20:40:00)","111.47","445.89"
"B","1","[2016-10-02 20:40:00,2016-10-02 21:00:00)","126.33","631.63"
"B","1","[2016-10-02 21:20:00,2016-10-02 21:40:00)","111.23","222.46"
"B","1","[2016-10-02 21:40:00,2016-10-02 22:00:00)","86.67","260.0"
"B","1","[2016-10-02 22:20:00,2016-10-02 22:40:00)","125.27","125.27"
"B","1","[2016-10-02 22:40:00,2016-10-02 23:00:00)","106.1","212.2"
"B","1","[2016-10-02 23:20:00,2016-10-02 23:40:00)","114.61","114.61"
"B","1","[2016-10-02 23:40:00,2016-10-03 00:00:00)","75.67","75.67"
"B","1","[2016-10-03 00:20:00,2016-10-03 00:40:00)","83.0","83.0"
"B","1","[2016-10-03 02:00:00,2016-10-03 02:20:00)","73.98","147.97"
"B","1","[2016-10-03 03:40:00,2016-10-03 04:00:00)","76.19","76.19"
"B","1","[2016-10-03 04:20:00,2016-10-03 04:40:00)","78.38","78.38"
"B","1","[2016-10-03 05:00:00,2016-10-03 05:20:00)","77.01","77.01"
"B","1","[2016-10-03 05:40:00,2016-10-03 06:00:00)","85.33","170.67"
"B","1","[2016-10-03 06:00:00,2016-10-03 06:20:00)","101.94","407.74"
"B","1","[2016-10-03 06:20:00,2016-10-03 06:40:00)","105.38","210.76"
"B","1","[2016-10-03 06:40:00,2016-10-03 07:00:00)","125.56","502.25"
"B","1","[2016-10-03 07:00:00,2016-10-03 07:20:00)","98.58","197.16"
"B","1","[2016-10-03 07:20:00,2016-10-03 07:40:00)","96.09","192.17"
"B","1","[2016-10-03 07:40:00,2016-10-03 08:00:00)","99.82","299.47"
"B","1","[2016-10-03 08:00:00,2016-10-03 08:20:00)","83.05","249.14"
"B","1","[2016-10-03 08:20:00,2016-10-03 08:40:00)","94.72","1231.3"
"B","1","[2016-10-03 08:40:00,2016-10-03 09:00:00)","111.27","333.82"
"B","1","[2016-10-03 09:00:00,2016-10-03 09:20:00)","143.49","286.97"
"B","1","[2016-10-03 09:20:00,2016-10-03 09:40:00)","132.06","2509.18"
"B","1","[2016-10-03 09:40:00,2016-10-03 10:00:00)","127.22","381.67"
"B","1","[2016-10-03 10:00:00,2016-10-03 10:20:00)","129.89","1428.75"
"B","1","[2016-10-03 10:20:00,2016-10-03 10:40:00)","125.98","1007.86"
"B","1","[2016-10-03 10:40:00,2016-10-03 11:00:00)","110.09","550.45"
"B","1","[2016-10-03 11:00:00,2016-10-03 11:20:00)","116.97","701.83"
"B","1","[2016-10-03 11:20:00,2016-10-03 11:40:00)","114.05","1026.44"
"B","1","[2016-10-03 11:40:00,2016-10-03 12:00:00)","106.29","531.44"
"B","1","[2016-10-03 12:00:00,2016-10-03 12:20:00)","119.12","953.0"
"B","1","[2016-10-03 12:20:00,2016-10-03 12:40:00)","107.55","645.31"
"B","1","[2016-10-03 12:40:00,2016-10-03 13:00:00)","114.86","344.58"
"B","1","[2016-10-03 13:00:00,2016-10-03 13:20:00)","109.13","545.66"
"B","1","[2016-10-03 13:20:00,2016-10-03 13:40:00)","112.97","564.84"
"B","1","[2016-10-03 13:40:00,2016-10-03 14:00:00)","103.09","412.36"
"B","1","[2016-10-03 14:00:00,2016-10-03 14:20:00)","132.05","396.14"
"B","1","[2016-10-03 14:20:00,2016-10-03 14:40:00)","101.35","405.39"
"B","1","[2016-10-03 14:40:00,2016-10-03 15:00:00)","87.47","437.34"
"B","1","[2016-10-03 15:00:00,2016-10-03 15:20:00)","86.41","432.07"
"B","1","[2016-10-03 15:20:00,2016-10-03 15:40:00)","102.84","205.68"
"B","1","[2016-10-03 15:40:00,2016-10-03 16:00:00)","98.27","491.35"
"B","1","[2016-10-03 16:00:00,2016-10-03 16:20:00)","133.93","669.64"
"B","1","[2016-10-03 16:20:00,2016-10-03 16:40:00)","80.49","241.46"
"B","1","[2016-10-03 16:40:00,2016-10-03 17:00:00)","107.72","538.62"
"B","1","[2016-10-03 17:00:00,2016-10-03 17:20:00)","75.01","225.03"
"B","1","[2016-10-03 17:20:00,2016-10-03 17:40:00)","98.59","197.17"
"B","1","[2016-10-03 17:40:00,2016-10-03 18:00:00)","125.12","500.47"
"B","1","[2016-10-03 18:00:00,2016-10-03 18:20:00)","135.36","270.72"
"B","1","[2016-10-03 18:20:00,2016-10-03 18:40:00)","128.42","128.42"
"B","1","[2016-10-03 18:40:00,2016-10-03 19:00:00)","93.63","187.25"
"B","1","[2016-10-03 19:00:00,2016-10-03 19:20:00)","158.48","316.95"
"B","1","[2016-10-03 19:20:00,2016-10-03 19:40:00)","182.39","364.78"
"B","1","[2016-10-03 19:40:00,2016-10-03 20:00:00)","109.62","109.62"
"B","1","[2016-10-03 20:00:00,2016-10-03 20:20:00)","115.37","115.37"
"B","1","[2016-10-03 20:20:00,2016-10-03 20:40:00)","102.51","512.55"
"B","1","[2016-10-03 20:40:00,2016-10-03 21:00:00)","96.57","193.15"
"B","1","[2016-10-03 21:20:00,2016-10-03 21:40:00)","129.66","388.99"
"B","1","[2016-10-03 22:00:00,2016-10-03 22:20:00)","74.12","74.12"
"B","1","[2016-10-03 22:20:00,2016-10-03 22:40:00)","105.88","105.88"
"B","1","[2016-10-03 22:40:00,2016-10-03 23:00:00)","83.01","83.01"
"B","1","[2016-10-03 23:00:00,2016-10-03 23:20:00)","126.04","126.04"
"B","1","[2016-10-03 23:20:00,2016-10-03 23:40:00)","118.57","118.57"
"B","1","[2016-10-03 23:40:00,2016-10-04 00:00:00)","91.23","91.23"
"B","1","[2016-10-04 00:40:00,2016-10-04 01:00:00)","91.23","273.69"
"B","1","[2016-10-04 01:00:00,2016-10-04 01:20:00)","77.77","77.77"
"B","1","[2016-10-04 03:00:00,2016-10-04 03:20:00)","131.89","131.89"
"B","1","[2016-10-04 03:40:00,2016-10-04 04:00:00)","81.53","244.6"
"B","1","[2016-10-04 04:00:00,2016-10-04 04:20:00)","65.39","65.39"
"B","1","[2016-10-04 06:00:00,2016-10-04 06:20:00)","94.34","283.02"
"B","1","[2016-10-04 06:20:00,2016-10-04 06:40:00)","95.57","477.87"
"B","1","[2016-10-04 06:40:00,2016-10-04 07:00:00)","88.94","533.63"
"B","1","[2016-10-04 07:00:00,2016-10-04 07:20:00)","134.87","404.6"
"B","1","[2016-10-04 07:20:00,2016-10-04 07:40:00)","95.83","95.83"
"B","1","[2016-10-04 07:40:00,2016-10-04 08:00:00)","106.22","106.22"
"B","1","[2016-10-04 08:00:00,2016-10-04 08:20:00)","79.33","396.65"
"B","1","[2016-10-04 08:20:00,2016-10-04 08:40:00)","122.98","491.94"
"B","1","[2016-10-04 08:40:00,2016-10-04 09:00:00)","124.08","496.33"
"B","1","[2016-10-04 09:00:00,2016-10-04 09:20:00)","113.54","794.75"
"B","1","[2016-10-04 09:20:00,2016-10-04 09:40:00)","157.46","1417.11"
"B","1","[2016-10-04 09:40:00,2016-10-04 10:00:00)","106.4","532.02"
"B","1","[2016-10-04 10:20:00,2016-10-04 10:40:00)","135.62","813.73"
"B","1","[2016-10-04 10:40:00,2016-10-04 11:00:00)","141.53","283.06"
"B","1","[2016-10-04 11:00:00,2016-10-04 11:20:00)","103.51","517.57"
"B","1","[2016-10-04 11:40:00,2016-10-04 12:00:00)","238.08","238.08"
"B","1","[2016-10-04 12:00:00,2016-10-04 12:20:00)","100.04","400.16"
"B","1","[2016-10-04 12:20:00,2016-10-04 12:40:00)","104.31","208.62"
"B","1","[2016-10-04 12:40:00,2016-10-04 13:00:00)","116.72","1167.22"
"B","1","[2016-10-04 13:00:00,2016-10-04 13:20:00)","132.84","132.84"
"B","1","[2016-10-04 13:20:00,2016-10-04 13:40:00)","121.12","605.6"
"B","1","[2016-10-04 13:40:00,2016-10-04 14:00:00)","85.9","343.61"
"B","1","[2016-10-04 14:00:00,2016-10-04 14:20:00)","128.14","896.98"
"B","1","[2016-10-04 14:20:00,2016-10-04 14:40:00)","103.91","415.63"
"B","1","[2016-10-04 14:40:00,2016-10-04 15:00:00)","116.91","350.74"
"B","1","[2016-10-04 15:00:00,2016-10-04 15:20:00)","129.41","517.65"
"B","1","[2016-10-04 15:20:00,2016-10-04 15:40:00)","116.22","697.32"
"B","1","[2016-10-04 15:40:00,2016-10-04 16:00:00)","109.29","874.34"
"B","1","[2016-10-04 16:20:00,2016-10-04 16:40:00)","141.59","566.37"
"B","1","[2016-10-04 16:40:00,2016-10-04 17:00:00)","112.63","563.13"
"B","1","[2016-10-04 17:00:00,2016-10-04 17:20:00)","105.02","315.06"
"B","1","[2016-10-04 17:20:00,2016-10-04 17:40:00)","115.22","806.55"
"B","1","[2016-10-04 17:40:00,2016-10-04 18:00:00)","111.96","447.84"
"B","1","[2016-10-04 18:00:00,2016-10-04 18:20:00)","130.99","261.97"
"B","1","[2016-10-04 18:20:00,2016-10-04 18:40:00)","92.19","276.57"
"B","1","[2016-10-04 18:40:00,2016-10-04 19:00:00)","171.22","856.12"
"B","1","[2016-10-04 19:00:00,2016-10-04 19:20:00)","147.87","591.48"
"B","1","[2016-10-04 19:20:00,2016-10-04 19:40:00)","138.21","138.21"
"B","1","[2016-10-04 19:40:00,2016-10-04 20:00:00)","98.48","196.96"
"B","1","[2016-10-04 20:00:00,2016-10-04 20:20:00)","94.07","94.07"
"B","1","[2016-10-04 20:20:00,2016-10-04 20:40:00)","91.29","91.29"
"B","1","[2016-10-04 20:40:00,2016-10-04 21:00:00)","118.38","710.27"
"B","1","[2016-10-04 21:40:00,2016-10-04 22:00:00)","109.14","327.42"
"B","1","[2016-10-04 22:00:00,2016-10-04 22:20:00)","80.23","80.23"
"B","1","[2016-10-04 22:20:00,2016-10-04 22:40:00)","132.38","264.76"
"B","1","[2016-10-04 23:00:00,2016-10-04 23:20:00)","91.73","183.46"
"B","1","[2016-10-04 23:40:00,2016-10-05 00:00:00)","81.92","81.92"
"B","1","[2016-10-05 00:40:00,2016-10-05 01:00:00)","64.63","64.63"
"B","1","[2016-10-05 01:00:00,2016-10-05 01:20:00)","73.65","73.65"
"B","1","[2016-10-05 02:00:00,2016-10-05 02:20:00)","140.96","140.96"
"B","1","[2016-10-05 04:00:00,2016-10-05 04:20:00)","107.57","107.57"
"B","1","[2016-10-05 06:00:00,2016-10-05 06:20:00)","196.09","588.26"
"B","1","[2016-10-05 06:20:00,2016-10-05 06:40:00)","121.62","121.62"
"B","1","[2016-10-05 06:40:00,2016-10-05 07:00:00)","107.91","215.81"
"B","1","[2016-10-05 07:00:00,2016-10-05 07:20:00)","87.75","263.24"
"B","1","[2016-10-05 07:20:00,2016-10-05 07:40:00)","116.76","583.79"
"B","1","[2016-10-05 07:40:00,2016-10-05 08:00:00)","86.16","344.66"
"B","1","[2016-10-05 08:00:00,2016-10-05 08:20:00)","103.06","206.12"
"B","1","[2016-10-05 08:20:00,2016-10-05 08:40:00)","94.97","854.7"
"B","1","[2016-10-05 08:40:00,2016-10-05 09:00:00)","88.77","266.3"
"B","1","[2016-10-05 09:00:00,2016-10-05 09:20:00)","113.78","341.33"
"B","1","[2016-10-05 09:20:00,2016-10-05 09:40:00)","127.37","382.11"
"B","1","[2016-10-05 09:40:00,2016-10-05 10:00:00)","131.79","527.17"
"B","1","[2016-10-05 10:00:00,2016-10-05 10:20:00)","129.09","387.26"
"B","1","[2016-10-05 10:20:00,2016-10-05 10:40:00)","122.08","610.42"
"B","1","[2016-10-05 10:40:00,2016-10-05 11:00:00)","149.86","749.3"
"B","1","[2016-10-05 11:00:00,2016-10-05 11:20:00)","148.01","296.02"
"B","1","[2016-10-05 11:20:00,2016-10-05 11:40:00)","81.45","325.82"
"B","1","[2016-10-05 12:00:00,2016-10-05 12:20:00)","88.71","354.84"
"B","1","[2016-10-05 12:20:00,2016-10-05 12:40:00)","123.12","738.7"
"B","1","[2016-10-05 12:40:00,2016-10-05 13:00:00)","108.8","761.61"
"B","1","[2016-10-05 13:00:00,2016-10-05 13:20:00)","100.06","200.11"
"B","1","[2016-10-05 13:20:00,2016-10-05 13:40:00)","143.6","143.6"
"B","1","[2016-10-05 13:40:00,2016-10-05 14:00:00)","117.0","234.0"
"B","1","[2016-10-05 14:00:00,2016-10-05 14:20:00)","112.1","448.4"
"B","1","[2016-10-05 14:20:00,2016-10-05 14:40:00)","116.83","700.98"
"B","1","[2016-10-05 14:40:00,2016-10-05 15:00:00)","141.14","423.43"
"B","1","[2016-10-05 15:00:00,2016-10-05 15:20:00)","113.21","339.62"
"B","1","[2016-10-05 15:20:00,2016-10-05 15:40:00)","108.99","435.95"
"B","1","[2016-10-05 15:40:00,2016-10-05 16:00:00)","123.1","492.4"
"B","1","[2016-10-05 16:00:00,2016-10-05 16:20:00)","123.07","861.51"
"B","1","[2016-10-05 16:20:00,2016-10-05 16:40:00)","128.24","384.71"
"B","1","[2016-10-05 16:40:00,2016-10-05 17:00:00)","100.03","300.08"
"B","1","[2016-10-05 17:00:00,2016-10-05 17:20:00)","127.02","127.02"
"B","1","[2016-10-05 17:20:00,2016-10-05 17:40:00)","101.64","101.64"
"B","1","[2016-10-05 17:40:00,2016-10-05 18:00:00)","114.28","114.28"
"B","1","[2016-10-05 18:00:00,2016-10-05 18:20:00)","123.89","619.44"
"B","1","[2016-10-05 18:20:00,2016-10-05 18:40:00)","115.79","231.59"
"B","1","[2016-10-05 18:40:00,2016-10-05 19:00:00)","124.75","249.5"
"B","1","[2016-10-05 19:00:00,2016-10-05 19:20:00)","130.17","130.17"
"B","1","[2016-10-05 19:20:00,2016-10-05 19:40:00)","126.08","126.08"
"B","1","[2016-10-05 19:40:00,2016-10-05 20:00:00)","133.5","400.49"
"B","1","[2016-10-05 20:00:00,2016-10-05 20:20:00)","82.1","82.1"
"B","1","[2016-10-05 20:20:00,2016-10-05 20:40:00)","122.96","245.91"
"B","1","[2016-10-05 20:40:00,2016-10-05 21:00:00)","138.31","138.31"
"B","1","[2016-10-05 21:00:00,2016-10-05 21:20:00)","99.31","198.62"
"B","1","[2016-10-05 21:20:00,2016-10-05 21:40:00)","116.22","232.43"
"B","1","[2016-10-05 21:40:00,2016-10-05 22:00:00)","111.17","222.34"
"B","1","[2016-10-05 22:20:00,2016-10-05 22:40:00)","114.52","229.04"
"B","1","[2016-10-05 23:20:00,2016-10-05 23:40:00)","82.09","82.09"
"B","1","[2016-10-05 23:40:00,2016-10-06 00:00:00)","113.22","113.22"
"B","1","[2016-10-06 02:40:00,2016-10-06 03:00:00)","71.01","213.02"
"B","1","[2016-10-06 03:00:00,2016-10-06 03:20:00)","100.43","100.43"
"B","1","[2016-10-06 03:20:00,2016-10-06 03:40:00)","86.38","172.76"
"B","1","[2016-10-06 04:00:00,2016-10-06 04:20:00)","100.69","100.69"
"B","1","[2016-10-06 05:00:00,2016-10-06 05:20:00)","68.13","68.13"
"B","1","[2016-10-06 05:20:00,2016-10-06 05:40:00)","74.89","374.46"
"B","1","[2016-10-06 05:40:00,2016-10-06 06:00:00)","107.91","107.91"
"B","1","[2016-10-06 06:00:00,2016-10-06 06:20:00)","229.3","458.6"
"B","1","[2016-10-06 06:20:00,2016-10-06 06:40:00)","104.18","208.36"
"B","1","[2016-10-06 06:40:00,2016-10-06 07:00:00)","144.19","288.39"
"B","1","[2016-10-06 07:00:00,2016-10-06 07:20:00)","93.2","186.41"
"B","1","[2016-10-06 07:20:00,2016-10-06 07:40:00)","124.11","124.11"
"B","1","[2016-10-06 07:40:00,2016-10-06 08:00:00)","103.22","309.67"
"B","1","[2016-10-06 08:00:00,2016-10-06 08:20:00)","103.06","515.28"
"B","1","[2016-10-06 08:20:00,2016-10-06 08:40:00)","101.16","404.65"
"B","1","[2016-10-06 08:40:00,2016-10-06 09:00:00)","103.59","414.34"
"B","1","[2016-10-06 09:00:00,2016-10-06 09:20:00)","101.03","808.23"
"B","1","[2016-10-06 09:20:00,2016-10-06 09:40:00)","102.44","1434.19"
"B","1","[2016-10-06 09:40:00,2016-10-06 10:00:00)","120.66","361.97"
"B","1","[2016-10-06 10:00:00,2016-10-06 10:20:00)","134.89","539.57"
"B","1","[2016-10-06 10:20:00,2016-10-06 10:40:00)","136.83","136.83"
"B","1","[2016-10-06 10:40:00,2016-10-06 11:00:00)","197.5","197.5"
"B","1","[2016-10-06 11:00:00,2016-10-06 11:20:00)","108.52","542.6"
"B","1","[2016-10-06 11:20:00,2016-10-06 11:40:00)","90.14","450.7"
"B","1","[2016-10-06 11:40:00,2016-10-06 12:00:00)","118.67","237.34"
"B","1","[2016-10-06 12:00:00,2016-10-06 12:20:00)","75.82","151.64"
"B","1","[2016-10-06 12:20:00,2016-10-06 12:40:00)","110.75","221.51"
"B","1","[2016-10-06 12:40:00,2016-10-06 13:00:00)","97.67","97.67"
"B","1","[2016-10-06 13:00:00,2016-10-06 13:20:00)","96.93","193.86"
"B","1","[2016-10-06 13:20:00,2016-10-06 13:40:00)","112.94","677.66"
"B","1","[2016-10-06 13:40:00,2016-10-06 14:00:00)","124.69","748.15"
"B","1","[2016-10-06 14:00:00,2016-10-06 14:20:00)","132.2","1454.21"
"B","1","[2016-10-06 14:20:00,2016-10-06 14:40:00)","174.17","1045.02"
"B","1","[2016-10-06 14:40:00,2016-10-06 15:00:00)","182.0","546.01"
"B","1","[2016-10-06 15:00:00,2016-10-06 15:20:00)","151.17","1209.34"
"B","1","[2016-10-06 15:20:00,2016-10-06 15:40:00)","105.56","633.37"
"B","1","[2016-10-06 15:40:00,2016-10-06 16:00:00)","99.32","496.6"
"B","1","[2016-10-06 16:00:00,2016-10-06 16:20:00)","108.81","435.26"
"B","1","[2016-10-06 16:20:00,2016-10-06 16:40:00)","115.96","463.82"
"B","1","[2016-10-06 16:40:00,2016-10-06 17:00:00)","191.62","574.87"
"B","1","[2016-10-06 17:00:00,2016-10-06 17:20:00)","90.69","181.37"
"B","1","[2016-10-06 17:20:00,2016-10-06 17:40:00)","100.97","100.97"
"B","1","[2016-10-06 17:40:00,2016-10-06 18:00:00)","136.07","136.07"
"B","1","[2016-10-06 18:00:00,2016-10-06 18:20:00)","102.66","205.31"
"B","1","[2016-10-06 18:20:00,2016-10-06 18:40:00)","142.64","285.29"
"B","1","[2016-10-06 18:40:00,2016-10-06 19:00:00)","109.87","329.62"
"B","1","[2016-10-06 19:20:00,2016-10-06 19:40:00)","118.18","472.71"
"B","1","[2016-10-06 19:40:00,2016-10-06 20:00:00)","123.05","1107.44"
"B","1","[2016-10-06 20:00:00,2016-10-06 20:20:00)","111.89","783.26"
"B","1","[2016-10-06 20:20:00,2016-10-06 20:40:00)","94.59","378.37"
"B","1","[2016-10-06 20:40:00,2016-10-06 21:00:00)","107.88","323.64"
"B","1","[2016-10-06 21:00:00,2016-10-06 21:20:00)","124.97","124.97"
"B","1","[2016-10-06 21:20:00,2016-10-06 21:40:00)","88.56","354.24"
"B","1","[2016-10-06 21:40:00,2016-10-06 22:00:00)","81.0","162.0"
"B","1","[2016-10-06 22:00:00,2016-10-06 22:20:00)","112.12","112.12"
"B","1","[2016-10-06 22:20:00,2016-10-06 22:40:00)","89.49","89.49"
"B","1","[2016-10-06 23:00:00,2016-10-06 23:20:00)","129.58","129.58"
"B","1","[2016-10-06 23:20:00,2016-10-06 23:40:00)","96.11","288.32"
"B","1","[2016-10-06 23:40:00,2016-10-07 00:00:00)","102.11","102.11"
"B","1","[2016-10-07 00:00:00,2016-10-07 00:20:00)","68.2","68.2"
"B","1","[2016-10-07 01:00:00,2016-10-07 01:20:00)","104.67","104.67"
"B","1","[2016-10-07 01:20:00,2016-10-07 01:40:00)","75.05","75.05"
"B","1","[2016-10-07 03:00:00,2016-10-07 03:20:00)","73.48","73.48"
"B","1","[2016-10-07 04:20:00,2016-10-07 04:40:00)","77.42","77.42"
"B","1","[2016-10-07 05:00:00,2016-10-07 05:20:00)","36.98","73.97"
"B","1","[2016-10-07 05:20:00,2016-10-07 05:40:00)","167.46","167.46"
"B","1","[2016-10-07 06:00:00,2016-10-07 06:20:00)","101.42","101.42"
"B","1","[2016-10-07 06:20:00,2016-10-07 06:40:00)","79.97","79.97"
"B","1","[2016-10-07 06:40:00,2016-10-07 07:00:00)","124.89","374.66"
"B","1","[2016-10-07 07:00:00,2016-10-07 07:20:00)","83.97","251.91"
"B","1","[2016-10-07 07:20:00,2016-10-07 07:40:00)","106.35","425.41"
"B","1","[2016-10-07 07:40:00,2016-10-07 08:00:00)","96.91","387.62"
"B","1","[2016-10-07 08:00:00,2016-10-07 08:20:00)","120.16","120.16"
"B","1","[2016-10-07 08:20:00,2016-10-07 08:40:00)","137.45","412.36"
"B","1","[2016-10-07 08:40:00,2016-10-07 09:00:00)","135.09","1080.68"
"B","1","[2016-10-07 09:00:00,2016-10-07 09:20:00)","137.65","275.3"
"B","1","[2016-10-07 09:20:00,2016-10-07 09:40:00)","86.96","86.96"
"B","1","[2016-10-07 09:40:00,2016-10-07 10:00:00)","107.42","322.25"
"B","1","[2016-10-07 10:00:00,2016-10-07 10:20:00)","92.84","185.69"
"B","1","[2016-10-07 10:20:00,2016-10-07 10:40:00)","123.49","370.48"
"B","1","[2016-10-07 10:40:00,2016-10-07 11:00:00)","112.74","789.17"
"B","1","[2016-10-07 11:00:00,2016-10-07 11:20:00)","140.0","700.0"
"B","1","[2016-10-07 11:20:00,2016-10-07 11:40:00)","109.24","655.45"
"B","1","[2016-10-07 11:40:00,2016-10-07 12:00:00)","126.91","634.53"
"B","1","[2016-10-07 12:00:00,2016-10-07 12:20:00)","118.49","1184.92"
"B","1","[2016-10-07 12:20:00,2016-10-07 12:40:00)","109.49","437.96"
"B","1","[2016-10-07 12:40:00,2016-10-07 13:00:00)","94.1","564.62"
"B","1","[2016-10-07 13:00:00,2016-10-07 13:20:00)","122.15","610.75"
"B","1","[2016-10-07 13:20:00,2016-10-07 13:40:00)","119.34","596.7"
"B","1","[2016-10-07 13:40:00,2016-10-07 14:00:00)","131.25","918.75"
"B","1","[2016-10-07 14:00:00,2016-10-07 14:20:00)","149.77","1048.37"
"B","1","[2016-10-07 14:20:00,2016-10-07 14:40:00)","129.48","776.9"
"B","1","[2016-10-07 14:40:00,2016-10-07 15:00:00)","110.54","1326.44"
"B","1","[2016-10-07 15:00:00,2016-10-07 15:20:00)","110.07","1320.85"
"B","1","[2016-10-07 15:20:00,2016-10-07 15:40:00)","112.81","902.48"
"B","1","[2016-10-07 15:40:00,2016-10-07 16:00:00)","132.51","662.54"
"B","1","[2016-10-07 16:00:00,2016-10-07 16:20:00)","114.58","572.9"
"B","1","[2016-10-07 16:20:00,2016-10-07 16:40:00)","105.95","317.85"
"B","1","[2016-10-07 16:40:00,2016-10-07 17:00:00)","121.84","731.03"
"B","1","[2016-10-07 17:00:00,2016-10-07 17:20:00)","121.16","848.09"
"B","1","[2016-10-07 17:20:00,2016-10-07 17:40:00)","90.77","453.87"
"B","1","[2016-10-07 17:40:00,2016-10-07 18:00:00)","142.78","856.67"
"B","1","[2016-10-07 18:00:00,2016-10-07 18:20:00)","120.7","844.89"
"B","1","[2016-10-07 18:20:00,2016-10-07 18:40:00)","128.01","640.03"
"B","1","[2016-10-07 18:40:00,2016-10-07 19:00:00)","304.48","304.48"
"B","1","[2016-10-07 19:00:00,2016-10-07 19:20:00)","203.67","407.33"
"B","1","[2016-10-07 19:20:00,2016-10-07 19:40:00)","125.92","1133.27"
"B","1","[2016-10-07 19:40:00,2016-10-07 20:00:00)","141.98","709.89"
"B","1","[2016-10-07 20:00:00,2016-10-07 20:20:00)","126.88","761.28"
"B","1","[2016-10-07 20:20:00,2016-10-07 20:40:00)","92.48","92.48"
"B","1","[2016-10-07 21:00:00,2016-10-07 21:20:00)","82.12","82.12"
"B","1","[2016-10-07 21:20:00,2016-10-07 21:40:00)","99.68","99.68"
"B","1","[2016-10-07 23:00:00,2016-10-07 23:20:00)","85.44","85.44"
"B","1","[2016-10-07 23:40:00,2016-10-08 00:00:00)","77.7","77.7"
"B","1","[2016-10-08 01:20:00,2016-10-08 01:40:00)","106.1","106.1"
"B","1","[2016-10-08 02:20:00,2016-10-08 02:40:00)","138.56","138.56"
"B","1","[2016-10-08 04:20:00,2016-10-08 04:40:00)","133.28","133.28"
"B","1","[2016-10-08 04:40:00,2016-10-08 05:00:00)","102.69","102.69"
"B","1","[2016-10-08 05:20:00,2016-10-08 05:40:00)","80.04","80.04"
"B","1","[2016-10-08 06:00:00,2016-10-08 06:20:00)","116.34","349.03"
"B","1","[2016-10-08 06:40:00,2016-10-08 07:00:00)","126.04","378.13"
"B","1","[2016-10-08 07:00:00,2016-10-08 07:20:00)","147.32","147.32"
"B","1","[2016-10-08 08:00:00,2016-10-08 08:20:00)","91.34","274.02"
"B","1","[2016-10-08 08:20:00,2016-10-08 08:40:00)","83.81","251.42"
"B","1","[2016-10-08 08:40:00,2016-10-08 09:00:00)","101.6","508.02"
"B","1","[2016-10-08 09:00:00,2016-10-08 09:20:00)","109.67","109.67"
"B","1","[2016-10-08 09:20:00,2016-10-08 09:40:00)","106.6","213.21"
"B","1","[2016-10-08 09:40:00,2016-10-08 10:00:00)","97.46","292.37"
"B","1","[2016-10-08 10:00:00,2016-10-08 10:20:00)","94.69","189.38"
"B","1","[2016-10-08 10:20:00,2016-10-08 10:40:00)","98.28","294.85"
"B","1","[2016-10-08 11:00:00,2016-10-08 11:20:00)","117.1","117.1"
"B","1","[2016-10-08 11:40:00,2016-10-08 12:00:00)","109.72","438.87"
"B","1","[2016-10-08 12:00:00,2016-10-08 12:20:00)","98.39","98.39"
"B","1","[2016-10-08 12:20:00,2016-10-08 12:40:00)","86.37","259.1"
"B","1","[2016-10-08 12:40:00,2016-10-08 13:00:00)","101.49","405.97"
"B","1","[2016-10-08 13:00:00,2016-10-08 13:20:00)","105.53","422.1"
"B","1","[2016-10-08 13:20:00,2016-10-08 13:40:00)","125.4","376.19"
"B","1","[2016-10-08 13:40:00,2016-10-08 14:00:00)","115.05","115.05"
"B","1","[2016-10-08 14:00:00,2016-10-08 14:20:00)","106.97","427.87"
"B","1","[2016-10-08 14:20:00,2016-10-08 14:40:00)","163.23","163.23"
"B","1","[2016-10-08 14:40:00,2016-10-08 15:00:00)","92.39","277.16"
"B","1","[2016-10-08 15:00:00,2016-10-08 15:20:00)","116.77","467.06"
"B","1","[2016-10-08 15:20:00,2016-10-08 15:40:00)","131.72","395.15"
"B","1","[2016-10-08 15:40:00,2016-10-08 16:00:00)","93.33","186.66"
"B","1","[2016-10-08 16:00:00,2016-10-08 16:20:00)","107.75","538.77"
